	chr9:92710961-92711110	chr9:92711111-92711260	chr9:92711261-92711410	chr9:92711411-92711560	chr9:92711561-92711710	chr9:92711711-92711860	chr9:92711861-92712010	chr9:92712011-92712160	chr9:92712161-92712310	chr9:92712311-92712460	chr9:92712461-92712610	chr9:92712611-92712760	chr9:92712761-92712910	chr9:92712911-92713060	chr9:92713061-92713210	chr9:92713211-92713360	chr9:92713361-92713510	chr9:92713511-92713660	chr9:92713661-92713810	chr9:92713811-92713960	chr9:92713961-92714110	chr9:92714111-92714260	chr9:92714261-92714410	chr9:92714411-92714560	chr9:92714561-92714710	chr9:92714711-92714860	chr9:92714861-92715010	chr9:92715011-92715160	chr9:92715161-92715310	chr9:92715311-92715460	chr9:92715461-92715610	chr9:92715611-92715760	chr9:92715761-92715910	chr9:92715911-92716060	chr9:92716061-92716210	chr9:92716211-92716280	chr9:92716281-92716360	chr9:92716361-92716510	chr9:92716511-92716660	chr9:92716661-92716810	chr9:92716811-92716960	chr9:92716961-92717110	chr9:92717111-92717260	chr9:92717261-92717410	chr9:92717411-92717560	chr9:92717561-92717710	chr9:92717711-92717753	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001335.1.c1c96665-13fc-49fb-b0cf-b02c0ce3eb01.fc.signal	7.61125	8.87808	7.14418	4.40361	4.31765	2.59923	5.20875	7.87661	3.23261	3.67796	5.46684	3.81387	4.47866	5.22619	3.58917	5.01489	6.75642	7.03733	5.7811	12.5544	6.8268	7.87593	8.60088	5.19211	10.3349	10.6605	8.4229	11.422	15.15	9.83028	6.74644	10.2936	8.24771	7.7723	5.19798	5.87779	6.11949	3.24074	4.07754	5.20379	5.27816	4.13784	4.61578	8.2851	7.8731	5.44041	6.55442	0.0683761
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000234.3.d628a7a7-c77f-436d-8ccd-d018c7458990.fc.signal	4.59218	4.98997	3.24679	0.575188	0.0021264	0.02313	0.993544	2.47874	3.21897	2.8351	1.19092	0.643732	2.5279	3.01219	2.6124	2.62999	2.39175	2.35263	1.94679	1.8644	3.11745	4.22661	3.97843	4.36408	4.28035	3.5998	3.49403	3.28345	2.9237	2.26598	2.27985	2.18746	1.56564	1.59901	1.9531	1.87572	1.5766	1.38273	0.76452	0.554086	1.42755	2.21894	2.60092	2.36717	1.71934	2.3485	3.02606	0.432311
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000228.3.eab68876-e57f-4e6d-b66b-00c271b4eee3.fc.signal	5.25535	5.16261	2.52869	0.250987	0.00825733	0	1.22323	3.33022	3.60634	3.80037	1.35127	0.105394	1.55932	3.06483	3.07313	3.75317	4.30612	4.60833	3.6648	3.89412	3.9594	3.77965	3.5563	4.75055	4.58947	4.19685	4.08371	5.14167	5.76896	4.04786	3.19687	4.31508	4.25712	3.40367	2.66226	1.96116	1.71048	1.29317	0.831799	0.9147	1.52745	2.48573	2.78292	2.8517	3.77455	3.07859	2.48629	0.135752
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000775.1.1ad53715-8cce-4edc-8f16-9e6eba200f6e.fc.signal	4.72979	3.45721	2.88809	2.84512	2.437	1.89134	2.11594	2.76399	3.4638	1.47367	1.6293	2.66744	3.94412	6.35555	6.10411	5.25787	4.29823	3.22261	4.4503	5.01645	3.9099	4.2149	4.93657	6.13589	3.94342	3.91077	6.15652	5.80428	1.91502	3.2965	7.00361	5.66939	5.37042	3.56969	2.61779	3.56601	3.35471	3.56091	2.65731	1.70626	1.75008	3.91937	5.86441	5.53623	4.84292	4.89704	4.36659	0.125442
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003716.2.3596bec7-569c-4ea1-9600-217bd128de1a.fc.signal	2.96902	4.27936	3.58146	2.55696	1.84215	1.45008	2.29805	4.6398	4.20329	3.56969	1.81378	1.48401	1.60895	4.00343	4.11803	4.34955	4.75047	4.34695	4.92995	6.08979	9.35571	7.27446	3.97946	5.01385	6.09364	7.60946	8.7092	7.82703	7.88132	6.10098	4.95847	4.99353	7.61386	5.54002	4.08486	4.11179	2.71019	2.01537	2.98284	3.63658	4.77086	4.57599	4.95432	9.89976	10.067	8.07248	6.95686	0.132371
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001875.2.3cf78ad3-7b65-4d3f-ad1a-54ef36e9f84b.fc.signal	2.4161	2.95236	0.865294	1.11994	1.45025	1.66281	0.153097	5.56223	4.62796	3.18593	2.80969	1.1488	2.28367	4.22658	2.63507	5.85928	1.99637	2.64254	2.867	5.45119	4.42095	3.80438	4.83288	6.5301	1.57264	0.230004	0.973914	5.95589	3.83872	1.06746	2.12764	5.59346	4.44967	3.93407	3.89308	4.6137	3.85367	1.81628	3.21508	1.36082	0.831802	4.57705	6.39035	6.3501	1.83803	1.46007	1.7369	0.0899281
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000784.3.5a735e4e-02fc-4cf3-8586-bebcb93dde40.fc.signal	3.06845	2.36859	1.10459	1.42663	0.923967	0.804882	2.77857	3.63159	4.37292	3.8731	3.42545	5.13741	4.49415	4.97255	2.93301	1.96793	1.9691	3.84721	5.19939	4.50971	3.70459	2.45719	3.53471	5.96393	4.54977	6.39934	3.81437	4.3812	5.6423	4.31896	7.05837	5.19042	3.85623	3.30249	4.22181	6.05949	4.49339	6.15897	4.5854	3.49903	3.53239	5.07266	5.17865	4.78855	7.50776	7.66632	4.94505	0.124343
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000152.3.82c5eb6b-94f5-436e-9a8c-a2c4b0dd0ad2.fc.signal	5.20304	6.79821	5.36495	4.47559	4.12858	2.09395	1.61566	1.68501	5.34353	5.27973	4.41936	3.80567	5.35959	6.59009	9.68504	8.48753	10.2577	7.50922	13.5952	11.2792	11.1249	14.1548	11.3049	10.1767	6.29664	7.64366	15.2535	21.8072	20.1231	10.1273	13.6864	14.6782	13.0812	9.77224	4.23804	4.04767	3.88588	3.88107	1.84915	1.22302	1.98109	3.30007	6.65897	9.99166	12.1365	13.5169	13.6378	0.716592
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003812.1.473c7819-46e8-400e-9bbd-6a85f00dc5a7.fc.signal	8.46729	6.29076	5.49354	5.30361	3.51173	3.28179	4.07698	5.44848	4.17006	4.18835	3.06953	2.99855	4.58042	6.47166	7.60015	8.52505	10.1229	9.17795	8.8354	11.099	11.4537	15.0047	14.9208	12.6376	10.8774	10.2378	15.748	16.3502	17.2511	13.2843	7.4463	9.20007	10.9237	8.43754	5.65655	2.98183	1.95948	1.89862	1.83097	2.24568	3.44155	5.95376	7.01847	9.25771	15.1252	15.5665	13.7132	0.344411
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003822.3.eda10e48-105b-4e9a-8f60-553c1509df8f.fc.signal	2.08314	1.70031	1.87609	1.78688	2.87334	2.16072	1.78677	2.28295	1.93061	1.80547	2.44692	3.17187	2.54081	2.08951	2.21872	2.9594	3.22122	2.55161	1.61516	1.53843	2.64728	3.09741	2.50814	2.40662	2.13703	1.59657	1.65627	2.25318	1.85916	1.6233	0.802061	1.36517	1.43628	1.1843	1.02478	1.26008	1.69869	1.79391	0.802332	0.579284	1.12742	1.14009	1.64021	2.30035	1.67118	1.30846	1.60966	0.38785
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001002.4.6ef6e344-86f3-4f04-92f8-daa352b5ef4d.fc.signal	1.68045	1.56986	0.811253	0.532432	0.122303	0.225805	0.5043	1.37834	0.628346	0.564818	0.0945415	0.16299	0.944514	1.59193	0.746879	0.713576	1.45065	1.77052	1.83682	2.33234	1.80926	1.30739	1.26641	1.05094	1.77429	1.72835	1.613	1.90659	1.70878	1.31342	1.03622	1.09557	1.12117	0.755095	0.51829	0.605797	0.210855	0.451502	0.571235	0.345035	0.312243	0.52178	0.672499	1.10041	0.796532	0.969539	1.20403	0.27509
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000317.2.8381144f-45e2-4299-81c2-3e194b5e4d4c.fc.signal	7.41571	7.0432	5.3171	2.75616	2.1533	1.28473	2.02513	2.83544	3.56117	2.24119	2.16412	1.7108	4.15916	8.10542	7.91374	13.2801	11.345	12.0976	15.6172	13.5013	10.8465	7.74308	10.9523	11.3033	12.3174	10.0713	24.2072	28.2989	25.8042	18.5812	17.0881	16.5615	11.3796	16.8094	18.3403	12.5921	5.9185	5.95613	4.27066	4.55756	8.17863	8.08656	14.6423	16.0972	26.4717	28.4745	22.3773	0.454259
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000153.3.50797fd4-7103-44b7-91ec-249af3af060d.fc.signal	3.64586	3.35639	2.19035	3.83092	3.16507	1.8594	2.60181	1.52273	1.6931	1.22098	0.446477	3.08495	4.99489	3.46466	1.98619	2.21986	4.28942	3.50509	1.89096	3.57952	2.87436	7.75632	4.36105	2.98777	4.34031	3.86491	5.53641	6.49602	5.37724	5.11972	4.18869	2.14908	3.37405	6.04054	1.98107	1.26025	1.08614	0.5041	1.74224	0.658868	1.2714	1.69361	2.63999	5.12517	2.13586	1.51234	3.31659	0.823529
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000942.6.d1423850-21d9-4937-a8c0-bd929b9ce5af.fc.signal	5.40077	3.48453	1.69688	1.76962	0	0	0.30813	1.26378	1.40747	2.73082	0.175575	0	2.39778	9.4892	4.10726	2.8429	3.11961	5.26952	7.90204	2.10318	2.55737	3.83469	2.99494	2.97823	3.91966	4.63318	6.49165	6.09825	7.88022	8.86018	5.51247	2.88598	4.73572	3.88024	2.22423	2.45374	0.181952	1.30671	1.93895	0.92762	2.35139	4.23445	3.32884	6.24454	7.17738	8.01621	8.90222	0.242647
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003687.3.9a4057a4-e12c-4d7b-b060-e24f27faf568.fc.signal	2.77974	3.77548	2.52401	1.08424	0.546091	0.15888	1.39414	3.15	2.7062	3.17998	1.68881	0.399791	1.67096	3.70721	2.06234	1.99234	5.08531	7.35295	4.91697	3.50881	2.04719	2.92316	3.37744	4.38398	4.66926	5.08057	4.69769	7.27599	6.73611	4.96453	4.41304	3.93658	4.82785	6.78849	4.86315	3.4077	1.54534	2.34203	2.58516	1.10416	2.0594	2.79021	2.27442	3.20712	3.77962	5.71689	7.73439	0.415638
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001888.4.29b3864c-f328-4f09-81c3-fb99bd048848.fc.signal	2.68138	2.48053	2.14172	1.95998	2.40419	3.68147	2.95598	5.04356	5.06028	4.4159	4.06506	2.65098	3.86977	4.92391	1.19475	3.27745	3.07448	5.60337	3.43486	1.74472	2.03987	3.25309	3.38507	1.74359	7.26662	8.29392	3.89015	2.74193	2.23742	2.29924	5.56847	1.85914	0.966734	1.28465	1.29615	0.849637	1.97363	3.29184	1.68814	1.0049	1.46414	3.93575	4.16883	0.265885	2.0279	3.067	3.07282	0.184288
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004608.1.932e0a0c-709e-4631-95af-583a27cb7950.fc.signal	1.69398	1.52695	1.95796	2.01903	1.86581	2.34372	1.00464	0.721708	0.795144	0.87625	1.7528	1.33645	2.34468	3.68882	1.51794	1.59895	2.67626	1.947	1.3465	1.18339	0.793542	1.79906	2.14963	1.71625	1.42873	1.70977	1.82442	1.083	0.372466	0.542647	1.20073	0.682089	1.34323	0.728817	0.675891	0.770535	0.186907	1.35336	0.875196	0.480385	0.106114	1.54726	1.71034	1.14818	1.95584	1.41412	1.96461	0.0761402
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003683.3.73c26a8d-02d6-4ea5-b361-6e62367bb307.fc.signal	0.715963	0.594672	0.292864	0.685785	1.2551	1.71705	1.66537	1.03865	0.702561	0.784299	1.02081	1.03832	1.24473	1.60481	0.938782	0.710615	0.824807	0.87073	1.17648	1.31377	1.70979	1.69689	1.54773	1.34697	1.10944	0.890217	0.937844	0.862441	0.508135	0.204993	0.538137	0.987675	1.0417	1.00836	0.684603	0.58406	0.488676	0.635971	0.676231	0.33401	0.203504	0.278944	0.585404	0.726689	0.705731	0.513265	0.294408	0.27146
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001235.5.aea2aa2c-6af2-475c-9bb0-3fdc6d0339b3.fc.signal	3.05	2.56182	3.15078	1.43881	0.711535	0.31074	1.08401	4.2157	2.56483	2.49326	0.425278	0.0592849	1.17566	4.51929	1.47281	1.86316	4.65907	4.60413	4.34316	5.29284	3.48598	2.33922	1.85238	2.12733	4.5196	5.11151	4.74365	5.50318	4.5115	4.09285	4.0285	3.12841	4.85649	5.23863	4.39753	3.10662	0.650202	1.02711	1.39993	0.831535	1.47855	1.37781	2.23082	2.66135	4.67237	6.23343	7.4816	0.292629
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000256.2.eb1f2e0c-6898-42dc-9742-46b0f0468309.fc.signal	9.15506	4.67964	3.71377	1.48517	0.73487	1.26894	2.00167	2.3212	4.78573	5.0479	1.89999	2.61682	7.75863	10.444	12.7786	17.0057	13.0678	14.3016	16.781	25.2917	19.0876	14.1729	22.369	20.9546	22.4436	27.4255	27.1888	32.3004	20.7808	24.8425	25.2796	18.3944	24.2233	14.8372	18.6451	12.5213	4.39237	10.0174	14.1702	11.3236	20.5908	21.0972	19.2331	25.5079	39.7015	28.1684	28.7845	0.322877
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004614.1.eddf4881-cfdf-4d09-8ca1-4766009011f8.fc.signal	1.32109	0.777219	0.946384	1.1379	0.826697	0.38543	0.436439	1.13459	0.900084	0.223037	0.449854	0.77946	1.11958	1.41012	0.846618	0.598443	0.447139	1.07635	0.974614	1.47734	0.931951	0.710361	0.60011	0.778813	0.910766	1.15896	1.30886	0.814724	0.64715	0.340253	0.508624	0.866118	1.1388	0.674998	0.467627	0.38477	0.19644	0.0025652	0.40521	0.781579	0.569409	0.538433	0.805268	0.802652	0.705781	1.30487	1.51478	0.35019
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001013.4.bfd631c1-ff33-408e-83f7-24c85f85303b.fc.signal	5.8607	2.65926	3.04546	2.45292	1.55571	0.747313	1.34529	3.61991	2.97087	2.59077	0.905769	0.359496	1.4455	3.41272	2.25069	3.72383	3.70642	5.07008	6.04699	4.5896	4.33348	3.93397	2.7455	3.20971	2.88939	5.5877	4.69766	6.11425	6.57594	5.77633	4.83151	2.76636	2.4155	2.84947	1.87457	1.83909	0.661418	1.23956	1.86481	0.98197	1.52762	2.54304	2.52754	2.33065	5.12363	6.38429	7.96065	0.198864
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000704.1.34a6aaf4-d685-456d-a66b-4e602e93fb03.fc.signal	1.55208	3.15909	3.76711	2.91152	1.05457	0.340448	0.15054	1.1451	1.49158	1.70221	0.575581	1.02768	1.22248	1.0813	0.161306	1.2761	3.88545	4.38972	4.59707	3.7896	4.31997	2.65902	3.68389	3.4245	4.35735	6.97177	7.39385	6.26155	3.88685	3.60975	5.13477	3.14429	5.39168	6.49282	2.81409	2.26055	0.752332	1.70905	4.06867	0.313349	1.45298	2.45538	2.02962	4.79213	4.53338	2.46673	3.84746	0.606796
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003843.4.c2fb6923-d2e9-4aa0-b49a-8c647a477130.fc.signal	1.21715	1.90518	1.60128	1.91418	1.8836	1.33567	0.589771	0.544954	0.37788	0.845914	0.887689	1.51146	1.28455	1.22516	1.73836	2.1834	1.12203	1.72624	1.41612	0.6157	0.770078	0.765084	0.714516	1.71155	1.20632	0.724804	1.56136	1.03245	1.44235	1.59213	1.14599	1.13948	0.621399	0.535313	0.868111	0.924415	0.674913	0.852936	0.52206	0.116115	0.260481	0.507519	0.480761	0.605401	1.24003	1.43378	1.08625	0.982671
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001854.4.36abf718-9256-42a8-9dd6-975bef0637c8.fc.signal	1.49813	2.6094	2.16579	1.33982	1.61911	1.84282	2.45324	2.90425	2.05467	1.4415	1.31196	2.08631	1.87306	2.25867	3.56675	2.22087	2.22836	2.10387	1.48253	0.931176	1.39283	1.70629	1.39435	2.54583	1.8216	1.76959	1.73209	2.41351	1.91549	2.04164	3.02832	3.616	2.7547	1.20353	1.22301	1.1273	1.28256	0.916141	1.13646	0.745626	1.15632	0.933455	1.08559	1.21996	1.4585	1.60791	1.31511	0.0220901
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001961.2.3b762a00-3a45-430b-9a03-047a2f48270c.fc.signal	4.69231	4.47285	2.95425	1.2086	1.49157	0.509738	1.50196	3.44314	3.15436	2.3462	2.05281	0.536507	1.64677	2.84968	2.31527	2.75989	2.82321	3.48634	4.7039	4.73644	4.43633	3.96034	4.0925	3.29462	2.9577	3.26529	3.00121	3.34914	2.83586	3.24499	3.58776	2.28476	3.12352	3.25586	2.16937	1.39392	0.530972	1.38127	0.964773	1.098	1.93728	2.04449	1.4399	2.09368	2.15165	3.98803	4.84104	0.144061
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003692.4.f878ad9b-d6d3-4a62-ad1c-aebee9337a47.fc.signal	2.84127	2.89731	2.77629	3.41523	3.41964	2.41788	2.8922	1.64346	1.92447	2.22358	5.06952	4.31855	4.01071	3.87218	3.04843	2.79445	3.37877	2.23423	1.56467	2.06363	2.57955	4.04139	3.38137	4.05216	4.36298	4.64123	2.005	1.12038	0.904545	1.17508	1.95417	2.02261	3.2793	1.37685	1.91705	1.54908	1.82353	3.43419	2.4085	0.515753	0.699088	1.8633	1.46842	0.855964	1.18758	2.17182	1.89413	0.466511
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001878.2.0c107f79-35ef-4ad5-a762-22192d0ee4c1.fc.signal	4.95474	4.94297	4.22902	2.52008	1.10333	1.73991	2.177	3.5331	4.20374	4.1356	4.38483	1.20963	1.74457	2.6795	4.0525	4.61843	5.40236	6.71839	5.11624	6.68964	7.57461	4.81762	4.82652	2.84325	2.68877	5.30233	4.06286	5.65381	9.30659	4.27112	5.47752	5.42496	3.82988	4.23414	3.55666	3.6808	2.69887	1.56915	1.186	1.01694	1.74092	3.32189	4.4888	4.58734	3.25024	3.05995	5.23219	0.136719
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000226.3.6bd86a0d-9ca9-4cf3-b822-a5f283f5194f.fc.signal	4.15323	3.57636	1.70953	0.351879	0.00385807	0.0741997	0.950876	2.27661	2.5756	1.88433	0.83994	0.534972	2.42785	3.09152	2.64326	3.82929	4.81622	4.89529	3.7074	2.85241	2.9965	3.65388	4.69826	4.98808	3.72398	3.29077	3.30037	4.22282	4.46494	4.53949	4.64816	4.26063	3.64087	3.38979	3.10534	2.25538	2.01293	2.34555	1.77257	1.59168	2.53905	2.39663	2.34214	2.76425	3.27423	4.21093	3.98739	0.466886
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003833.4.0eee2def-7060-4652-bac9-21261028455b.fc.signal	0.93614	1.30539	0.886978	1.41506	1.23949	1.12977	0.867603	1.78872	1.0636	0.956261	0.829631	0.934857	2.13876	2.21314	1.46119	1.27805	1.01035	1.27115	0.597169	1.1377	1.31052	1.94408	1.54436	1.62955	2.3782	1.24584	0.898382	1.32217	1.01172	1.62536	1.92128	2.17179	1.9356	1.3	0.521658	0.544211	0.527645	1.47298	0.78107	0.533807	0.932114	1.33429	1.38235	0.705606	1.16136	2.05229	2.4518	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000055.3.510139c3-77ab-4865-bfdf-41696f4f603b.fc.signal	9.05082	6.00203	1.27955	2.52591	4.2558	4.10028	0.455278	1.72221	3.6047	3.85011	4.14751	2.42874	1.22222	2.98753	2.63261	2.56264	2.67707	2.78374	5.36525	5.01037	5.55429	6.32632	4.90642	5.18368	7.92694	5.40461	8.57863	8.74604	7.46706	5.05497	11.0679	3.80804	3.22043	4.58475	1.37851	2.21156	0.517348	0.498336	0.476113	1.91307	4.5537	3.46548	1.88032	2.91983	4.38504	5.97661	6.44847	0.301633
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001517.1.51f7a6e7-e584-46ff-92a5-bdc9cc73913e.fc.signal	3.66912	1.66771	2.27243	2.06639	0.462085	0.497075	2.6339	2.65562	1.98288	1.51027	0.663505	2.10158	2.41493	3.58474	5.11244	6.90897	4.54161	5.34515	8.02451	6.40864	8.80016	9.64519	6.51886	5.17567	5.86937	7.50569	10.0862	14.9737	16.6699	10.3995	8.03	11.7254	8.07458	3.81396	7.47052	6.45486	7.04201	8.05194	3.86004	1.95503	2.61619	3.18555	5.4411	6.14339	11.7447	15.1849	13.8384	0.685832
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001019.4.29b9a930-c799-4888-ba4b-b384862d86c5.fc.signal	3.6978	2.83121	2.85277	1.27739	1.14654	0.460675	0.720369	3.43482	2.5884	2.67338	0.944225	0.571735	1.80709	4.64277	3.51317	3.12563	4.35413	5.50871	5.86562	3.27099	2.67708	3.94936	1.8515	2.46295	3.19528	4.27788	6.44751	8.0386	8.01323	6.9956	4.75711	4.44016	3.33001	2.87865	1.66483	1.01676	0.519537	0.537409	1.77946	1.83872	2.19103	2.56168	2.36287	3.35595	4.53561	5.65922	5.72781	0.381333
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001471.1.abac4394-44be-4aa3-a449-c67db75481d3.fc.signal	10.4988	8.36994	7.73769	5.1797	1.80057	0.806797	3.09802	3.53856	4.03195	5.16213	5.50821	5.76789	6.50528	4.56601	5.09089	8.96678	7.98814	7.5407	12.1805	10.4553	11.489	12.5284	11.8368	11.3562	12.199	14.5904	11.9799	15.1149	15.7733	14.5758	13.659	14.1535	11.7918	12.103	11.5028	7.59551	5.94996	5.31428	3.35348	4.02768	5.22862	4.00928	4.96367	4.94395	7.12313	5.41643	5.91538	0.176808
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001851.4.1fdea0c8-02c6-49d5-977f-4ec727658eb3.fc.signal	2.12931	2.5471	3.67262	2.96286	2.27465	1.87996	1.76414	3.61989	3.63897	3.44935	3.55143	2.22521	2.1102	4.4962	3.23455	3.90807	3.15003	2.32068	2.2949	3.2208	2.6454	3.19877	3.08624	3.81296	4.16193	5.79366	4.67056	4.17122	1.73198	2.26659	2.67871	2.41511	2.43003	3.30883	2.29275	2.37558	1.90014	1.32463	1.28418	0.843159	2.04706	2.44576	2.64057	1.83255	2.48194	3.30225	4.06024	0.264014
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000324.2.f15bbc60-bdd9-41bc-9ee0-dd9aa0424d13.fc.signal	15.1843	12.756	8.10629	8.43739	6.29537	3.29764	4.75815	7.26724	4.11103	7.15663	3.89185	3.03695	3.0636	8.13211	9.95429	16.0544	17.5886	11.015	14.6903	14.7742	15.8035	15.708	9.97677	11.6332	14.4299	9.41349	17.6229	19.213	19.6661	12.493	16.3033	21.9188	19.3127	16.4656	11.4513	8.34483	6.04279	4.92635	3.87276	1.4653	1.53468	3.83314	6.39709	6.62807	12.4697	10.1488	15.3494	0.497238
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000174.3.b2ccf16a-9055-4734-b0ff-eb0714415e6a.fc.signal	6.50867	3.63499	2.56226	2.53766	2.2983	3.54538	2.49311	3.40275	5.65074	4.64641	1.21905	1.39605	3.66482	3.69546	3.67236	6.60334	8.95258	8.17083	12.4613	10.2356	4.76855	4.53992	6.35143	9.4496	9.23459	11.2824	8.35983	6.89795	5.6769	7.22085	6.8066	7.22704	8.42745	9.53007	8.73267	5.35914	2.40881	0.86278	1.69725	0.970227	2.14759	5.00769	6.19398	3.59549	5.6324	7.73663	8.26244	0.239437
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003679.3.f2c7bc19-404e-47af-b24f-cd6109044afb.fc.signal	0.829288	1.13954	1.76397	2.40095	1.81015	1.2247	1.00879	0.964688	1.08122	1.22802	1.50824	1.5869	2.70401	3.17774	2.09955	2.59055	2.70901	1.44678	0.90871	1.18497	1.54043	1.95117	2.14486	3.15967	3.27164	2.61707	1.97046	1.76006	2.08726	2.00473	2.22684	2.40097	2.0613	1.26529	1.26392	1.69293	1.31535	1.34532	0.739795	1.09283	1.63253	1.5387	1.37455	1.23669	1.40059	1.48872	1.95897	0.184187
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003845.2.7673cefe-afff-41e8-b1a7-d52d55271696.fc.signal	3.1657	2.51648	4.9778	4.2728	3.40163	2.68532	2.38772	2.80179	2.89778	3.3925	2.86928	2.66634	3.27326	3.94099	4.30567	3.8557	4.92505	4.71045	3.55835	1.93797	4.45503	4.94471	2.84634	4.60477	5.26513	5.31503	4.09656	2.40515	2.39194	1.76812	1.55902	3.19309	2.86839	2.80841	2.0584	2.15726	2.59563	2.32134	1.91501	1.17409	1.66735	2.00847	3.05153	3.04874	2.94784	2.86554	2.30549	0.422096
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000161.3.b5663e0a-6a83-45b1-ab56-04d7ac22eee1.fc.signal	2.05528	8.67973	8.36401	2.84124	2.18269	3.00169	4.56721	2.25246	3.23684	2.66328	1.34815	1.22943	4.99699	5.67179	5.17755	1.31963	2.10287	3.90299	3.1466	4.26508	2.66636	4.02302	3.81882	14.3021	9.33322	12.695	4.64448	2.00527	3.55345	12.9447	26.5401	5.9715	2.77199	6.001	7.74759	1.64942	2.65152	4.62373	13.211	3.39125	6.69397	8.37484	4.98365	3.15535	10.8666	18.4895	7.30359	0.316574
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004905.1.aa4ec0d5-3aea-4f13-89c0-cd2057b2cb93.fc.signal	0.762686	3.64788	2.60141	2.58311	2.12852	0.726519	0.822758	0.849375	0.0351302	0.856124	1.56676	2.22893	1.54591	2.30229	1.78551	0.189193	3.7543	6.36542	4.05506	2.7073	1.8363	1.97572	1.10391	0.676201	1.52798	2.9621	5.42263	4.99553	5.18262	3.22263	5.70268	4.22729	5.87148	4.24814	3.17072	1.69403	0.658348	0.574284	0.340167	0.378387	2.30579	3.63606	4.26867	1.71599	4.42147	7.77483	4.36824	0.508408
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000013.3.eeae79e0-ee5e-42e1-9f29-f42824b74440.fc.signal	14.8005	7.58133	7.60154	3.42101	2.05464	2.60905	0.556275	5.88371	5.67991	4.52852	5.09477	5.30183	7.80445	15.9547	13.5904	14.7143	15.9932	18.8546	16.9031	11.6275	8.59002	4.80609	7.32611	15.621	10.7831	13.4354	12.3085	8.83171	11.3366	6.85613	5.90865	4.35396	4.39424	6.41287	5.47661	7.23221	6.69242	3.72276	3.07346	4.58383	9.16567	9.21872	12.2116	8.52653	8.46179	18.2822	18.542	0.314312
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000233.3.d999326f-0bb9-43a3-80f2-21bc2de5bd70.fc.signal	4.78716	4.08945	1.47421	0.237901	0	0.0671237	0.979459	2.90458	3.07618	2.56639	1.32384	0.280661	1.98388	3.12135	3.02291	2.2964	1.86886	2.38646	2.9089	3.08759	2.95234	3.46297	3.46811	3.31061	3.21967	4.00816	4.37144	4.55173	3.53289	3.09741	3.33961	3.1208	2.704	2.20911	1.6946	1.4512	1.29489	1.86288	1.46884	1.16612	1.54298	1.83087	2.04406	2.34141	2.81181	3.13938	3.30255	0.221098
